,D786T08,D786T05,D786T07,D786T02,D786T04,D786T03,D786T01,D786T06
ENSMUSG00000104417,4,3,0,2,0,8,0,1
ENSMUSG00000064601,2,1,0,1,0,0,0,0
ENSMUSG00000101714,0,3,0,3,0,1,0,0
ENSMUSG00000102531,0,0,0,2,1,1,0,0
ENSMUSG00000103096,3,6,0,1,0,5,0,2
ENSMUSG00000102279,2,0,0,2,0,0,0,1
ENSMUSG00000103708,1,1,0,4,2,3,0,0
ENSMUSG00000104201,2,0,0,0,3,3,0,4
ENSMUSG00000102434,2,2,0,2,0,2,0,0
ENSMUSG00000045216,158,121,265,236,295,323,284,287
ENSMUSG00000104523,0,4,5,4,9,3,6,0
ENSMUSG00000102202,9,10,0,6,4,5,5,12
ENSMUSG00000037470,535,497,1244,765,756,931,1111,1020
ENSMUSG00000098752,0,0,0,0,3,0,0,0
ENSMUSG00000047180,15,15,10,16,8,11,10,13
ENSMUSG00000037447,2154,1956,5848,3644,3890,4012,4620,4629
ENSMUSG00000102762,90,49,255,94,109,124,86,189
ENSMUSG00000010453,880,1130,1990,892,1378,1424,1194,1666
ENSMUSG00000098680,0,0,0,0,0,2,0,0
ENSMUSG00000037432,45,38,13,38,38,48,32,51
ENSMUSG00000001143,221,223,546,293,389,364,311,363
ENSMUSG00000037408,187,271,401,157,191,196,188,358
ENSMUSG00000104316,30,11,84,37,43,34,71,71
ENSMUSG00000106081,0,0,0,0,0,0,0,0
ENSMUSG00000001138,104,132,302,108,132,140,118,197
ENSMUSG00000102845,0,3,7,0,5,1,13,10
ENSMUSG00000067653,1,3,17,4,10,2,9,18
ENSMUSG00000109510,0,0,0,0,0,0,0,0
ENSMUSG00000079610,68,63,174,53,78,68,61,112
ENSMUSG00000026121,563,655,1250,760,1042,1333,894,1089
ENSMUSG00000087589,62,74,186,83,87,116,112,154
ENSMUSG00000046337,11,5,2,5,10,1,1,3
ENSMUSG00000089906,0,0,4,0,1,0,0,0
ENSMUSG00000077939,0,0,0,0,0,0,0,0
ENSMUSG00000061518,68,57,216,130,72,144,165,166
ENSMUSG00000037351,173,199,448,214,284,311,334,321
ENSMUSG00000102416,1,7,1,0,5,2,0,4
ENSMUSG00000104237,6,5,0,1,4,1,4,5
ENSMUSG00000026117,10,6,0,3,2,3,0,0
ENSMUSG00000097291,1,1,5,0,0,1,0,0
ENSMUSG00000026116,614,700,1548,824,1117,1167,920,1371
ENSMUSG00000103016,6,4,4,5,5,3,7,5
ENSMUSG00000102930,20,9,45,32,51,33,37,36
ENSMUSG00000103159,21,29,36,33,50,45,37,50
ENSMUSG00000080054,6,10,0,2,1,2,0,0
ENSMUSG00000095944,0,0,0,0,0,0,0,1
ENSMUSG00000050122,31,32,33,19,19,28,2,25
ENSMUSG00000103603,0,2,0,6,1,0,0,0
ENSMUSG00000026114,16,12,0,28,9,9,4,14
ENSMUSG00000102231,0,0,0,2,0,1,0,1
ENSMUSG00000026113,196,247,451,212,247,274,237,353
ENSMUSG00000086064,4,7,8,5,3,6,3,2
ENSMUSG00000102879,3,0,0,0,0,0,0,0
ENSMUSG00000026112,99,105,185,131,115,219,245,187
ENSMUSG00000026111,48,56,144,67,142,114,126,133
ENSMUSG00000026110,81,66,171,56,86,99,109,127
ENSMUSG00000103948,1,1,5,3,3,3,5,1
ENSMUSG00000087233,0,3,0,4,0,0,0,0
ENSMUSG00000026090,12,7,1,16,2,22,19,16
ENSMUSG00000089767,1,0,0,5,1,0,0,1
ENSMUSG00000104365,0,2,0,13,0,9,0,2
ENSMUSG00000102650,3,8,0,4,0,0,5,5
ENSMUSG00000060771,139,148,280,181,245,250,218,194
ENSMUSG00000097268,16,12,0,4,7,8,3,2
ENSMUSG00000037216,5,6,0,7,6,8,5,8
ENSMUSG00000026088,65,87,147,92,105,114,157,89
ENSMUSG00000026087,55,42,59,50,46,95,100,86
ENSMUSG00000061584,4,12,0,7,6,4,0,1
ENSMUSG00000087374,8,2,0,2,5,1,3,1
ENSMUSG00000026085,10,4,0,3,1,11,0,6
ENSMUSG00000089141,0,0,0,2,3,1,0,0
ENSMUSG00000058407,183,184,319,234,293,291,334,296
ENSMUSG00000026083,345,405,804,516,519,553,617,672
ENSMUSG00000026082,193,165,378,251,282,301,327,323
ENSMUSG00000103804,8,9,32,10,14,22,10,9
ENSMUSG00000102716,13,8,0,12,1,3,3,9
ENSMUSG00000037138,30,34,31,46,30,31,19,38
ENSMUSG00000085391,12,2,0,8,0,2,0,1
ENSMUSG00000085280,2,0,0,2,0,0,0,0
ENSMUSG00000087131,22,3,0,16,9,5,0,1
ENSMUSG00000102984,2,0,0,0,3,0,0,4
ENSMUSG00000102541,0,2,0,5,5,1,0,1
ENSMUSG00000103531,8,6,0,3,2,0,0,0
ENSMUSG00000048814,20,6,28,24,15,18,25,15
ENSMUSG00000026080,26,24,11,26,12,11,8,16
ENSMUSG00000103647,0,1,0,0,0,0,0,0
ENSMUSG00000102447,2,0,0,0,0,2,3,0
ENSMUSG00000067604,4,1,0,0,3,9,0,0
ENSMUSG00000026078,42,47,147,97,81,100,86,112
ENSMUSG00000103046,20,15,22,37,18,20,14,16
ENSMUSG00000104188,1,0,1,2,0,9,0,2
ENSMUSG00000103182,16,0,0,1,0,2,0,3
ENSMUSG00000098833,0,1,0,0,0,0,0,3
ENSMUSG00000026077,505,379,1304,557,657,660,581,922
ENSMUSG00000092553,5,0,0,1,1,0,0,0
ENSMUSG00000092563,67,18,165,47,78,51,49,81
ENSMUSG00000073702,248,184,526,306,249,378,392,410
ENSMUSG00000003134,50,69,137,82,123,109,91,85
ENSMUSG00000102607,1,1,10,8,1,5,0,0
ENSMUSG00000065629,0,0,0,0,0,0,0,0
ENSMUSG00000104827,0,0,0,0,0,0,0,0
ENSMUSG00000003135,63,54,194,79,111,154,140,164
ENSMUSG00000085894,30,36,36,21,46,30,18,46
ENSMUSG00000077704,9,3,13,10,3,7,18,4
ENSMUSG00000048234,245,237,431,284,372,395,405,408
ENSMUSG00000064936,18,13,31,11,27,29,26,22
ENSMUSG00000102471,1,4,0,0,2,2,0,0
ENSMUSG00000050967,8,15,1,6,5,14,9,2
ENSMUSG00000097083,2,0,0,4,3,1,0,0
ENSMUSG00000057173,11,7,8,11,3,26,21,9
ENSMUSG00000091937,1,0,0,0,0,0,0,0
ENSMUSG00000101634,12,5,17,3,13,10,9,9
ENSMUSG00000026074,3357,3115,7362,4303,5647,5462,5630,6137
ENSMUSG00000102985,3,4,0,0,0,0,0,1
ENSMUSG00000026073,10,5,11,10,19,12,16,19
ENSMUSG00000097899,7,7,0,1,0,11,0,2
ENSMUSG00000102975,3,17,8,12,1,6,8,5
ENSMUSG00000026072,2368,2703,4703,1392,2175,2794,1670,4486
ENSMUSG00000103560,518,377,839,491,923,649,449,925
ENSMUSG00000070942,149,143,328,156,170,231,206,269
ENSMUSG00000103230,18,14,23,6,9,14,4,35
ENSMUSG00000026069,40,15,8,118,96,42,56,39
ENSMUSG00000026070,8,14,0,9,8,10,8,13
ENSMUSG00000026068,9,3,0,15,12,9,2,5
ENSMUSG00000104441,4,2,0,0,0,0,0,0
ENSMUSG00000026065,7,15,0,12,6,21,0,5
ENSMUSG00000102676,8,3,0,12,3,7,0,5
ENSMUSG00000026062,17,16,29,10,14,32,2,20
ENSMUSG00000103679,0,1,0,2,0,3,2,1
ENSMUSG00000103270,4,18,0,5,2,15,9,0
ENSMUSG00000041945,14,9,18,11,22,15,30,22
ENSMUSG00000079588,1,1,5,13,1,13,5,5
ENSMUSG00000094136,0,0,0,2,0,0,0,0
ENSMUSG00000104072,0,0,0,0,0,0,0,0
ENSMUSG00000100185,5,1,0,9,9,6,5,0
ENSMUSG00000100832,5,16,0,5,7,4,1,6
ENSMUSG00000100178,10,4,0,9,7,1,1,0
ENSMUSG00000101877,2,6,0,0,3,2,0,0
ENSMUSG00000053640,1,1,0,7,4,1,0,1
ENSMUSG00000101919,0,0,0,0,0,0,0,0
ENSMUSG00000101299,3,0,0,0,0,5,1,0
ENSMUSG00000100180,2,0,0,0,0,0,0,0
ENSMUSG00000103106,2,0,0,5,0,2,0,1
ENSMUSG00000060424,9,6,0,6,8,3,7,0
ENSMUSG00000104199,1,3,0,0,3,0,0,1
ENSMUSG00000093436,11,12,0,0,1,0,1,0
ENSMUSG00000045515,12,10,29,11,22,37,29,19
ENSMUSG00000097063,1,2,0,3,0,0,4,0
ENSMUSG00000099784,4,2,0,4,5,3,0,0
ENSMUSG00000060679,107,93,232,133,208,189,231,198
ENSMUSG00000077448,0,0,0,0,1,2,1,1
ENSMUSG00000041907,14,15,3,12,14,11,2,7
ENSMUSG00000089088,3,7,0,2,3,11,0,7
ENSMUSG00000070939,160,235,450,240,339,288,370,339
ENSMUSG00000100269,3,1,0,0,3,0,0,0
ENSMUSG00000041878,2,0,2,1,1,2,2,5
ENSMUSG00000010290,77,52,166,77,74,97,104,90
ENSMUSG00000008136,593,626,1418,1017,882,1143,1311,1127
ENSMUSG00000094497,2,5,0,7,0,4,0,0
ENSMUSG00000099576,8,5,0,2,4,2,1,3
ENSMUSG00000099694,4,2,0,1,0,1,0,0
ENSMUSG00000101923,0,5,0,2,0,0,0,0
ENSMUSG00000066877,115,130,208,174,185,193,173,278
ENSMUSG00000103422,10,6,20,4,18,14,22,18
ENSMUSG00000103945,21,14,32,14,25,21,15,37
ENSMUSG00000026051,9,7,11,29,23,37,34,17
ENSMUSG00000100764,3,3,7,1,4,8,10,11
ENSMUSG00000100635,1,1,0,1,1,1,2,0
ENSMUSG00000100480,2,0,1,7,0,5,0,5
ENSMUSG00000057363,128,125,231,189,156,256,315,205
ENSMUSG00000090243,4,0,0,1,2,0,0,0
ENSMUSG00000100701,2,0,0,0,1,0,0,0
ENSMUSG00000101395,5,1,0,3,4,0,1,1
ENSMUSG00000088848,0,0,0,8,0,5,0,0
ENSMUSG00000095757,1,4,0,6,4,5,0,1
ENSMUSG00000041763,476,431,972,944,1021,1095,1181,879
ENSMUSG00000047343,24,10,0,16,8,2,8,1
ENSMUSG00000090106,0,0,0,2,0,0,0,0
ENSMUSG00000091844,20,22,6,13,20,14,16,15
ENSMUSG00000026049,39,18,54,43,51,53,45,24
ENSMUSG00000101104,0,0,0,0,0,0,0,0
ENSMUSG00000026047,70,97,136,112,93,118,148,149
ENSMUSG00000041684,56,63,90,63,55,63,64,96
ENSMUSG00000026048,137,184,407,219,241,286,285,325
ENSMUSG00000046828,9,7,0,11,6,7,0,5
ENSMUSG00000089703,0,6,0,7,1,6,0,5
ENSMUSG00000100966,0,3,0,4,0,0,0,8
ENSMUSG00000100769,2,3,0,2,0,2,0,0
ENSMUSG00000101567,0,2,0,0,0,0,0,2
ENSMUSG00000056870,133,132,377,293,290,314,335,244
ENSMUSG00000102319,64,58,187,184,161,82,71,119
ENSMUSG00000089877,8,6,24,9,14,12,9,12
ENSMUSG00000101701,7,2,0,0,3,0,0,0
ENSMUSG00000103071,13,12,12,6,23,14,13,25
ENSMUSG00000100434,2,0,0,0,0,0,3,2
ENSMUSG00000100013,1,2,0,0,0,1,0,3
ENSMUSG00000101251,9,1,0,2,6,2,0,6
ENSMUSG00000101937,0,0,0,1,0,0,0,0
ENSMUSG00000026043,1991,881,4557,2271,2412,3657,2678,2069
ENSMUSG00000105211,0,0,0,0,0,0,0,0
ENSMUSG00000026042,1689,1268,5542,2881,2502,3884,3565,3203
ENSMUSG00000104476,147,106,223,103,138,148,165,177
ENSMUSG00000100218,2,5,0,0,0,0,0,1
ENSMUSG00000100361,1,0,0,0,0,0,0,0
ENSMUSG00000100894,5,2,0,0,0,0,0,0
ENSMUSG00000095121,0,0,0,0,0,0,0,0
ENSMUSG00000065255,0,0,0,0,0,0,0,0
ENSMUSG00000100843,2,4,4,13,4,5,15,2
ENSMUSG00000087764,0,0,0,4,0,0,0,0
ENSMUSG00000025995,121,128,174,136,130,196,203,161
ENSMUSG00000099850,5,0,0,3,3,3,2,0
ENSMUSG00000084817,4,3,2,11,6,12,18,6
ENSMUSG00000098549,4,3,6,1,1,3,2,9
ENSMUSG00000099381,0,1,0,5,0,2,0,0
ENSMUSG00000025993,256,208,604,614,675,716,938,389
ENSMUSG00000099946,7,0,0,2,1,3,5,1
ENSMUSG00000070896,2,2,0,4,0,1,0,0
ENSMUSG00000090682,0,0,0,3,1,0,0,1
ENSMUSG00000044457,7,3,0,11,2,1,0,10
ENSMUSG00000099432,5,10,0,4,0,2,0,0
ENSMUSG00000041144,78,106,123,71,97,142,97,92
ENSMUSG00000096047,0,0,0,2,0,0,0,2
ENSMUSG00000101262,8,16,0,1,3,7,0,0
ENSMUSG00000101337,35,31,0,46,15,30,13,16
ENSMUSG00000025986,112,92,185,176,146,197,199,126
ENSMUSG00000100213,6,12,18,20,15,22,15,11
ENSMUSG00000103129,5,2,0,2,5,2,0,2
ENSMUSG00000100160,0,0,0,0,0,0,0,4
ENSMUSG00000101921,0,1,0,0,0,0,0,0
ENSMUSG00000101447,5,14,0,1,0,2,2,4
ENSMUSG00000081185,0,0,0,2,0,0,0,7
ENSMUSG00000103246,2,2,0,3,3,8,0,0
ENSMUSG00000098876,0,0,0,0,0,0,0,0
ENSMUSG00000100530,1,2,0,0,0,1,0,0
ENSMUSG00000104067,0,0,0,5,2,1,0,1
ENSMUSG00000100033,16,11,0,4,9,2,3,3
ENSMUSG00000094968,0,0,0,0,0,0,0,0
ENSMUSG00000088017,3,0,0,0,0,0,0,1
ENSMUSG00000101996,2,10,0,1,0,8,0,0
ENSMUSG00000096973,1,0,0,0,0,0,0,0
ENSMUSG00000064943,0,0,0,0,1,0,0,0
ENSMUSG00000100866,0,0,0,0,0,2,0,0
ENSMUSG00000101721,1,7,0,4,2,1,0,3
ENSMUSG00000099376,3,1,0,1,0,3,0,2
ENSMUSG00000097883,1,0,0,1,0,2,0,0
ENSMUSG00000092790,0,0,0,0,0,0,0,0
ENSMUSG00000099698,0,0,0,0,0,0,0,0
ENSMUSG00000099454,0,0,0,4,0,4,0,1
ENSMUSG00000051616,3,11,0,4,1,3,0,1
ENSMUSG00000099627,5,0,0,5,0,3,0,0
ENSMUSG00000099577,2,5,0,0,2,0,0,0
ENSMUSG00000099882,3,4,0,0,0,0,0,0
ENSMUSG00000101760,1,1,0,0,1,0,0,0
ENSMUSG00000099608,1,0,0,0,0,1,0,1
ENSMUSG00000099864,1,0,0,0,0,0,0,0
ENSMUSG00000098249,0,0,0,0,0,0,0,0
ENSMUSG00000100451,0,0,0,0,0,0,0,0
ENSMUSG00000099941,0,0,0,1,0,1,4,0
ENSMUSG00000084531,0,0,0,1,0,0,0,0
ENSMUSG00000100816,4,4,0,6,2,7,1,0
ENSMUSG00000026109,24,26,54,73,47,42,62,33
ENSMUSG00000100671,3,7,0,9,1,3,0,4
ENSMUSG00000092906,2,0,0,2,0,0,0,0
ENSMUSG00000101242,0,0,0,0,0,4,0,0
ENSMUSG00000099924,2,1,3,1,2,2,5,8
ENSMUSG00000099625,1,2,0,0,13,3,8,1
ENSMUSG00000101799,11,18,0,10,10,12,10,9
ENSMUSG00000045954,64,27,134,246,253,262,249,62
ENSMUSG00000099741,5,8,0,2,1,6,0,0
ENSMUSG00000101702,27,58,63,18,30,43,20,77
ENSMUSG00000026107,905,1019,2654,1188,1627,1659,2292,2088
ENSMUSG00000099413,4,1,0,6,8,3,0,0
ENSMUSG00000103424,1,4,0,3,1,4,0,4
ENSMUSG00000101741,5,4,14,2,5,4,1,6
ENSMUSG00000018417,989,888,2283,1434,1852,1980,1920,2150
ENSMUSG00000101724,31,12,55,44,67,91,48,56
ENSMUSG00000100313,27,28,56,75,98,64,73,28
ENSMUSG00000100696,3,0,0,5,0,1,0,0
ENSMUSG00000099135,1,2,0,4,3,2,0,0
ENSMUSG00000072324,0,2,0,6,1,1,0,0
ENSMUSG00000062939,16,8,0,8,8,7,3,3
ENSMUSG00000101628,0,1,0,3,0,0,0,0
ENSMUSG00000078291,5,1,0,0,2,6,2,6
ENSMUSG00000109599,0,3,0,1,2,4,0,0
ENSMUSG00000026104,114,135,336,180,212,479,305,359
ENSMUSG00000099569,2,4,0,0,4,7,0,4
ENSMUSG00000026103,2593,2111,6239,3545,4525,4328,4546,5387
ENSMUSG00000099648,6,2,0,4,2,5,0,0
ENSMUSG00000065192,4,0,2,4,2,0,0,1
ENSMUSG00000002881,523,760,1303,456,756,854,678,1119
ENSMUSG00000097833,3,1,0,0,0,0,5,0
ENSMUSG00000101501,0,2,2,0,3,4,4,8
ENSMUSG00000100120,3,1,9,2,1,3,0,4
ENSMUSG00000099878,6,1,0,3,2,3,0,0
ENSMUSG00000100007,6,8,1,9,2,3,3,2
ENSMUSG00000043015,62,109,119,31,75,91,51,154
ENSMUSG00000103630,0,1,4,0,1,6,0,0
ENSMUSG00000041439,33,32,30,21,21,36,22,44
ENSMUSG00000100302,6,3,0,7,0,1,0,5
ENSMUSG00000100230,1,1,0,0,3,2,0,8
ENSMUSG00000026102,79,69,166,118,73,124,100,111
ENSMUSG00000041426,54,55,134,87,99,89,139,72
ENSMUSG00000089802,2,0,0,0,1,1,0,0
ENSMUSG00000043629,14,2,6,15,5,1,8,10
ENSMUSG00000026100,1,0,4,0,5,3,0,14
ENSMUSG00000089334,2,8,0,2,0,0,0,3
ENSMUSG00000060715,1,0,1,6,2,8,3,9
ENSMUSG00000026098,67,102,129,82,72,130,98,83
ENSMUSG00000100763,4,2,0,2,0,0,0,0
ENSMUSG00000026097,25,29,19,16,16,17,26,29
ENSMUSG00000100679,0,0,0,0,0,0,0,0
ENSMUSG00000026096,43,78,92,38,57,77,57,114
ENSMUSG00000099913,0,0,0,0,0,3,0,0
ENSMUSG00000101838,4,1,3,1,6,8,0,0
ENSMUSG00000026095,3,9,8,6,3,8,1,8
ENSMUSG00000100267,1,0,0,0,0,0,0,0
ENSMUSG00000099450,4,0,0,0,0,0,0,0
ENSMUSG00000100069,1,0,0,0,0,2,0,1
ENSMUSG00000096141,54,34,21,32,31,56,34,27
ENSMUSG00000092657,0,0,0,0,0,0,0,0
ENSMUSG00000026094,528,390,1113,772,833,1086,1012,977
ENSMUSG00000102405,7,2,0,0,2,0,0,0
ENSMUSG00000042807,57,61,66,60,94,82,65,69
ENSMUSG00000098443,0,0,0,0,0,0,0,0
ENSMUSG00000087949,0,2,0,0,0,2,0,0
ENSMUSG00000102868,6,9,16,12,6,5,6,12
ENSMUSG00000094013,0,1,0,0,2,2,2,0
ENSMUSG00000025983,28,43,2,16,5,21,7,1
ENSMUSG00000041303,92,123,219,138,167,203,183,179
ENSMUSG00000109809,0,0,0,0,3,3,0,1
ENSMUSG00000073678,28,53,71,83,92,58,64,61
ENSMUSG00000104136,6,3,6,9,3,2,4,6
ENSMUSG00000101130,0,0,0,2,3,0,0,0
ENSMUSG00000052331,396,389,774,425,616,678,569,694
ENSMUSG00000101674,26,29,0,10,16,10,0,5
ENSMUSG00000102503,18,20,46,27,48,23,25,29
ENSMUSG00000089245,2,1,0,0,0,0,4,0
ENSMUSG00000102642,37,34,137,71,79,85,102,96
ENSMUSG00000025982,2794,2809,6779,3677,5035,5298,4783,5618
ENSMUSG00000103030,8,4,19,11,11,7,20,15
ENSMUSG00000025981,328,203,657,371,591,518,411,522
ENSMUSG00000101122,71,54,164,116,106,123,113,125
ENSMUSG00000025980,428,440,875,519,737,563,669,825
ENSMUSG00000073676,187,128,373,137,321,186,281,194
ENSMUSG00000100736,1,0,0,3,0,0,0,0
ENSMUSG00000089670,4,9,0,0,1,2,0,0
ENSMUSG00000025979,81,125,194,122,166,182,176,149
ENSMUSG00000061863,1,0,1,2,2,1,0,0
ENSMUSG00000025978,154,203,342,162,246,306,283,293
ENSMUSG00000097649,23,8,13,5,32,5,18,13
ENSMUSG00000046994,53,60,143,99,92,116,88,127
ENSMUSG00000025977,8,5,0,1,6,2,0,0
ENSMUSG00000100215,16,9,12,5,5,16,9,3
ENSMUSG00000101945,1,1,0,4,2,0,0,0
ENSMUSG00000101085,0,0,0,3,0,0,0,0
ENSMUSG00000038349,176,233,455,350,472,457,458,410
ENSMUSG00000102145,77,59,150,84,236,129,132,180
ENSMUSG00000100309,2,0,7,0,0,1,0,0
ENSMUSG00000102831,30,27,66,36,96,67,66,71
ENSMUSG00000099950,6,1,5,12,6,4,3,4
ENSMUSG00000102491,1,0,0,4,3,0,0,0
ENSMUSG00000100372,1,4,3,1,1,0,0,0
ENSMUSG00000100944,0,0,1,0,0,2,4,1
ENSMUSG00000101332,0,6,0,0,0,2,0,0
ENSMUSG00000045336,0,0,0,0,0,3,0,0
ENSMUSG00000038331,842,673,2074,1587,1439,1726,2361,1774
ENSMUSG00000087022,52,39,97,78,61,86,119,93
ENSMUSG00000104310,4,2,8,10,5,1,7,4
ENSMUSG00000094128,0,1,0,0,0,0,0,0
ENSMUSG00000099945,1,1,0,0,2,0,0,0
ENSMUSG00000101429,11,5,11,8,4,2,15,19
ENSMUSG00000101129,1,0,0,4,0,0,0,0
ENSMUSG00000097519,7,10,1,9,1,6,4,4
ENSMUSG00000038323,30,59,53,29,46,62,67,48
ENSMUSG00000048495,20,33,53,31,45,63,33,53
ENSMUSG00000025971,50,43,78,57,48,66,86,62
ENSMUSG00000077776,2,0,0,0,0,2,0,0
ENSMUSG00000088353,1,0,0,1,0,0,0,0
ENSMUSG00000101826,0,0,0,0,3,0,0,0
ENSMUSG00000102685,4,13,0,3,2,1,0,4
ENSMUSG00000101151,0,0,0,0,0,6,0,0
ENSMUSG00000038305,125,106,201,159,178,228,169,175
ENSMUSG00000091283,2,0,0,0,0,1,0,3
ENSMUSG00000054770,107,140,232,72,155,204,166,182
ENSMUSG00000026039,29,26,9,25,11,51,13,15
ENSMUSG00000063558,95,158,179,116,112,121,119,160
ENSMUSG00000064294,34,28,0,20,6,12,22,13
ENSMUSG00000089275,1,0,0,0,2,0,0,0
ENSMUSG00000038242,33,29,0,37,12,43,2,21
ENSMUSG00000089822,9,2,0,1,1,5,7,9
ENSMUSG00000079554,31,31,17,16,26,21,0,16
ENSMUSG00000103839,19,18,51,34,48,41,35,39
ENSMUSG00000051223,598,492,1142,776,836,1068,993,929
ENSMUSG00000026034,3641,4142,10281,4645,5873,7313,5850,8484
ENSMUSG00000026035,67,53,79,50,66,70,106,103
ENSMUSG00000026036,43,43,46,53,58,60,69,76
ENSMUSG00000026037,94,83,150,101,96,145,153,137
ENSMUSG00000094245,2,1,2,3,1,2,5,8
ENSMUSG00000085054,3,11,12,8,7,12,3,18
ENSMUSG00000038174,149,202,276,190,215,273,183,247
ENSMUSG00000026032,12,19,49,13,27,43,37,19
ENSMUSG00000100202,0,0,0,0,0,0,0,0
ENSMUSG00000099490,3,5,0,2,0,3,0,2
ENSMUSG00000059647,1,4,1,8,0,1,4,2
ENSMUSG00000047528,9,3,0,13,9,4,1,1
ENSMUSG00000102059,14,30,31,12,12,14,8,19
ENSMUSG00000101046,2,0,0,0,0,9,4,0
ENSMUSG00000026031,707,758,1813,867,1052,1215,1156,1338
ENSMUSG00000100236,5,1,1,5,6,3,5,10
ENSMUSG00000026029,117,113,261,193,187,241,247,202
ENSMUSG00000102719,39,44,48,111,87,105,132,75
ENSMUSG00000099719,3,1,5,9,0,6,3,4
ENSMUSG00000026028,266,276,590,338,411,430,484,515
ENSMUSG00000026027,41,69,100,50,47,78,88,72
ENSMUSG00000047383,0,4,0,0,1,1,1,1
ENSMUSG00000099752,1,4,0,0,4,5,0,0
ENSMUSG00000072295,10,5,0,5,3,8,2,2
ENSMUSG00000077616,1,0,0,2,0,6,0,0
ENSMUSG00000038079,29,15,52,39,29,54,51,26
ENSMUSG00000097573,4,4,6,3,7,2,9,6
ENSMUSG00000079550,29,34,32,35,32,39,24,68
ENSMUSG00000101586,3,4,1,0,3,2,0,1
ENSMUSG00000099563,2,3,0,1,1,3,0,0
ENSMUSG00000026024,167,159,420,244,255,296,298,340
ENSMUSG00000026023,28,24,3,23,21,41,20,6
ENSMUSG00000099922,5,5,0,5,6,9,0,1
ENSMUSG00000104502,4,1,0,1,1,13,0,0
ENSMUSG00000041075,346,426,971,913,921,970,1240,789
ENSMUSG00000097819,4,5,0,1,2,6,3,1
ENSMUSG00000047361,18,20,4,37,9,18,5,11
ENSMUSG00000099811,3,0,0,0,0,0,0,0
ENSMUSG00000101409,3,7,0,1,0,0,0,1
ENSMUSG00000026021,131,102,274,197,204,258,245,211
ENSMUSG00000089276,0,0,0,1,0,0,0,0
ENSMUSG00000103821,26,21,42,54,68,65,47,52
ENSMUSG00000101400,3,0,1,1,7,5,0,5
ENSMUSG00000026020,641,382,1278,1374,1456,1366,1682,926
ENSMUSG00000077345,4,3,12,14,29,13,8,5
ENSMUSG00000077358,0,0,0,0,0,0,0,0
ENSMUSG00000089512,3,0,7,9,18,8,6,1
ENSMUSG00000089093,5,1,13,15,20,9,22,4
ENSMUSG00000067336,1127,1211,2420,1636,1969,2237,2083,2023
ENSMUSG00000104052,55,23,92,77,145,76,107,63
ENSMUSG00000103131,0,0,0,0,1,0,0,0
ENSMUSG00000041040,230,444,496,206,374,348,230,495
ENSMUSG00000103696,52,71,101,88,122,100,77,172
ENSMUSG00000100901,2,1,0,1,1,3,1,0
ENSMUSG00000026018,4,3,0,2,7,7,11,8
ENSMUSG00000026019,80,63,113,91,97,98,126,103
ENSMUSG00000026017,108,107,216,145,149,192,125,158
ENSMUSG00000082609,2,4,7,4,5,0,4,1
ENSMUSG00000073664,908,1068,2168,1266,1904,1674,1782,1869
ENSMUSG00000100516,0,1,0,0,0,0,0,0
ENSMUSG00000049439,131,128,226,200,150,221,255,204
ENSMUSG00000103822,7,18,12,11,12,18,7,7
ENSMUSG00000026782,204,231,478,365,443,413,419,382
ENSMUSG00000026014,610,689,1067,518,753,815,581,1005
ENSMUSG00000081562,0,3,13,7,9,4,11,11
ENSMUSG00000084400,1,0,1,2,1,0,0,8
ENSMUSG00000082160,0,9,0,0,0,1,0,0
ENSMUSG00000103215,2,5,0,8,2,2,0,2
ENSMUSG00000088973,0,0,0,0,0,0,0,0
ENSMUSG00000084151,2,0,0,3,0,1,0,0
ENSMUSG00000101188,13,15,38,25,24,27,27,23
ENSMUSG00000026012,6,6,0,10,2,6,0,7
ENSMUSG00000086795,0,0,0,1,3,0,0,5
ENSMUSG00000085965,1,0,0,0,1,0,0,0
ENSMUSG00000104069,0,0,0,0,0,0,0,0
ENSMUSG00000083118,6,0,0,2,0,0,0,3
ENSMUSG00000083355,1,7,0,0,2,5,0,0
ENSMUSG00000102549,4,0,0,0,0,4,4,0
ENSMUSG00000026011,5,9,0,7,6,4,0,1
ENSMUSG00000081382,2,4,2,0,3,0,0,3
ENSMUSG00000080800,0,0,0,1,0,0,0,0
ENSMUSG00000026009,21,11,0,13,0,6,0,9
ENSMUSG00000102561,3,0,0,3,2,2,2,0
ENSMUSG00000082804,6,4,0,0,0,0,1,0
ENSMUSG00000082661,6,2,2,11,6,0,0,2
ENSMUSG00000080785,0,0,0,3,4,4,0,2
ENSMUSG00000100893,0,0,0,2,0,0,0,0
ENSMUSG00000085248,2,4,0,0,1,3,0,0
ENSMUSG00000085447,4,13,0,4,2,4,0,2
ENSMUSG00000086408,2,1,0,0,0,1,0,0
ENSMUSG00000089546,0,2,0,0,0,0,0,0
ENSMUSG00000100965,0,1,0,0,0,2,4,0
ENSMUSG00000102168,0,5,0,8,1,0,0,0
ENSMUSG00000100381,1,0,0,0,3,0,0,0
ENSMUSG00000086009,3,2,0,1,0,5,0,1
ENSMUSG00000052062,357,379,808,534,773,672,692,690
ENSMUSG00000103656,27,15,43,41,57,32,20,44
ENSMUSG00000104402,24,21,23,44,46,18,28,37
ENSMUSG00000104081,1,5,41,13,19,13,8,5
ENSMUSG00000085842,3,6,0,9,1,2,0,1
