,gene_id,gene_name
27750,ENSMUSG00000110266,Gm32742
27751,ENSMUSG00000032053,Pou2af1
27752,ENSMUSG00000111862,RP24-173L14.4
27753,ENSMUSG00000079559,Gm684
27754,ENSMUSG00000044694,2010007H06Rik
27755,ENSMUSG00000036027,1810046K07Rik
27756,ENSMUSG00000078308,Gm7293
27757,ENSMUSG00000111162,RP23-115A18.1
27758,ENSMUSG00000110825,RP23-115A18.3
27759,ENSMUSG00000053199,Arhgap20
27760,ENSMUSG00000074354,Arhgap20os
27761,ENSMUSG00000111357,RP23-212M11.1
27762,ENSMUSG00000111836,RP23-212M11.2
27763,ENSMUSG00000032051,Fdx1
27764,ENSMUSG00000098076,Gm6981
27765,ENSMUSG00000032050,Rdx
27766,ENSMUSG00000099213,Gm27686
27767,ENSMUSG00000035164,Zc3h12c
27768,ENSMUSG00000099311,Mir6244
27769,ENSMUSG00000077796,Gm25562
27770,ENSMUSG00000111561,RP24-376N22.1
27771,ENSMUSG00000111780,RP24-425L9.2
27772,ENSMUSG00000111520,RP24-425L9.3
27773,ENSMUSG00000111112,RP24-425L9.1
27774,ENSMUSG00000078307,AI593442
27775,ENSMUSG00000111020,RP23-35N23.1
27776,ENSMUSG00000092965,Gm22242
27777,ENSMUSG00000110833,RP23-208K9.1
27778,ENSMUSG00000053289,Ddx10
27779,ENSMUSG00000111693,RP23-412P4.2
27780,ENSMUSG00000032048,4930510E17Rik
27781,ENSMUSG00000034584,Exph5
27782,ENSMUSG00000034487,Kdelc2
27783,ENSMUSG00000098362,Mir130c
27784,ENSMUSG00000005131,4930550C14Rik
27785,ENSMUSG00000034218,Atm
27786,ENSMUSG00000033054,Npat
27787,ENSMUSG00000032047,Acat1
27788,ENSMUSG00000032030,Cul5
27789,ENSMUSG00000064622,Gm22304
27790,ENSMUSG00000086914,Gm16124
27791,ENSMUSG00000055069,Rab39
27792,ENSMUSG00000082465,Rps6-ps3
27793,ENSMUSG00000111084,RP23-139G11.1
27794,ENSMUSG00000042195,Slc35f2
27795,ENSMUSG00000042045,Sln
27796,ENSMUSG00000059830,Gm16380
27797,ENSMUSG00000041986,Elmod1
27798,ENSMUSG00000074345,Tnfaip8l3
27799,ENSMUSG00000111379,RP24-174O15.3
27800,ENSMUSG00000110854,RP24-174O15.4
27801,ENSMUSG00000032274,Cyp19a1
27802,ENSMUSG00000074343,Gldnos
27803,ENSMUSG00000046167,Gldn
27804,ENSMUSG00000041268,Dmxl2
27805,ENSMUSG00000087801,Gm25980
27806,ENSMUSG00000046460,Sh2d7
27807,ENSMUSG00000037493,Cib2
27808,ENSMUSG00000032279,Idh3a
27809,ENSMUSG00000032281,Acsbg1
27810,ENSMUSG00000110867,RP23-311C13.3
27811,ENSMUSG00000032285,Dnaja4
27812,ENSMUSG00000093441,Mir5710
27813,ENSMUSG00000061559,Wdr61
27814,ENSMUSG00000032291,Crabp1
27815,ENSMUSG00000111686,RP23-313P23.4
27816,ENSMUSG00000032293,Ireb2
27817,ENSMUSG00000035878,Hykk
27818,ENSMUSG00000044820,AY074887
27819,ENSMUSG00000032301,Psma4
27820,ENSMUSG00000035594,Chrna5
27821,ENSMUSG00000032303,Chrna3
27822,ENSMUSG00000035200,Chrnb4
27823,ENSMUSG00000111050,RP24-212B22.2
27824,ENSMUSG00000111750,RP24-212B22.3
27825,ENSMUSG00000111157,RP24-212B22.4
27826,ENSMUSG00000110793,RP24-212B22.6
27827,ENSMUSG00000032307,Ube2q2
27828,ENSMUSG00000032309,Fbxo22
27829,ENSMUSG00000032311,Nrg4
27830,ENSMUSG00000082744,Gm15625
27831,ENSMUSG00000032313,Tmem266
27832,ENSMUSG00000032314,Etfa
27833,ENSMUSG00000110926,RP23-5H10.3
27834,ENSMUSG00000032318,Isl2
27835,ENSMUSG00000090270,Gm17226
27836,ENSMUSG00000034007,Scaper
27837,ENSMUSG00000064472,Gm23407
27838,ENSMUSG00000111662,RP23-158E1.3
27839,ENSMUSG00000050702,4930563M21Rik
27840,ENSMUSG00000110957,RP23-158E1.5
27841,ENSMUSG00000110989,RP24-201N16.3
27842,ENSMUSG00000032320,Rcn2
27843,ENSMUSG00000032322,Pstpip1
27844,ENSMUSG00000032324,Tspan3
27845,ENSMUSG00000074305,Peak1
27846,ENSMUSG00000076281,Gm24270
27847,ENSMUSG00000099543,Gm29322
27848,ENSMUSG00000097111,Peak1os
27849,ENSMUSG00000102617,Gm37842
27850,ENSMUSG00000102419,Gm36940
27851,ENSMUSG00000032329,Hmg20a
27852,ENSMUSG00000111343,RP23-180C14.3
27853,ENSMUSG00000110821,RP23-180C14.5
27854,ENSMUSG00000111201,RP23-180C14.4
27855,ENSMUSG00000097870,Gm26868
27856,ENSMUSG00000049556,Lingo1
27857,ENSMUSG00000111037,RP24-247A8.2
27858,ENSMUSG00000045620,Odf3l1
27859,ENSMUSG00000032911,Cspg4
27860,ENSMUSG00000110888,RP24-247A8.5
27861,ENSMUSG00000032733,Snx33
27862,ENSMUSG00000111629,RP24-247A8.7
27863,ENSMUSG00000110930,RP24-247A8.8
27864,ENSMUSG00000032288,Imp3
27865,ENSMUSG00000055334,Snupn
27866,ENSMUSG00000032290,Ptpn9
27867,ENSMUSG00000074284,Gm10658
27868,ENSMUSG00000042557,Sin3a
27869,ENSMUSG00000097334,2700012I20Rik
27870,ENSMUSG00000086728,Man2c1os
27871,ENSMUSG00000032295,Man2c1
27872,ENSMUSG00000032298,Neil1
27873,ENSMUSG00000032299,Commd4
27874,ENSMUSG00000100282,1700041C23Rik
27875,ENSMUSG00000070298,Trcg1
27876,ENSMUSG00000032300,1700017B05Rik
27877,ENSMUSG00000111457,RP24-240O5.1
27878,ENSMUSG00000066626,Gm5121
27879,ENSMUSG00000063849,Ppcdc
27880,ENSMUSG00000040722,Scamp5
27881,ENSMUSG00000111380,RP23-371B13.3
27882,ENSMUSG00000111414,RP23-371B13.5
27883,ENSMUSG00000074280,Gm6166
27884,ENSMUSG00000062309,Rpp25
27885,ENSMUSG00000000088,Cox5a
27886,ENSMUSG00000097445,Gm26631
27887,ENSMUSG00000032305,Fam219b
27888,ENSMUSG00000032306,Mpi
27889,ENSMUSG00000040188,Scamp2
27890,ENSMUSG00000032308,Ulk3
27891,ENSMUSG00000039714,Cplx3
27892,ENSMUSG00000056271,Lman1l
27893,ENSMUSG00000032312,Csk
27894,ENSMUSG00000032310,Cyp1a2
27895,ENSMUSG00000032315,Cyp1a1
27896,ENSMUSG00000038957,Edc3
27897,ENSMUSG00000032316,Clk3
27898,ENSMUSG00000091908,Gm17231
27899,ENSMUSG00000004661,Arid3b
27900,ENSMUSG00000055720,Ubl7
27901,ENSMUSG00000038264,Sema7a
27902,ENSMUSG00000097604,Gm17322
27903,ENSMUSG00000032323,Cyp11a1
27904,ENSMUSG00000037716,Ccdc33
27905,ENSMUSG00000086624,Gm16130
27906,ENSMUSG00000032327,Stra6
27907,ENSMUSG00000085753,Gm16131
27908,ENSMUSG00000037206,Islr
27909,ENSMUSG00000110969,RP24-67M24.3
27910,ENSMUSG00000051243,Islr2
27911,ENSMUSG00000057818,1600029O15Rik
27912,ENSMUSG00000036986,Pml
27913,ENSMUSG00000098886,Mir6385
27914,ENSMUSG00000032333,Stoml1
27915,ENSMUSG00000032334,Loxl1
27916,ENSMUSG00000036244,Tbc1d21
27917,ENSMUSG00000100487,1700072B07Rik
27918,ENSMUSG00000097651,4930461G14Rik
27919,ENSMUSG00000066607,6030419C18Rik
27920,ENSMUSG00000035914,Cd276
27921,ENSMUSG00000103486,Gm10657
27922,ENSMUSG00000032336,Nptn
27923,ENSMUSG00000074269,Rec114
27924,ENSMUSG00000093473,Gm20620
27925,ENSMUSG00000032338,Hcn4
27926,ENSMUSG00000032340,Neo1
27927,ENSMUSG00000111846,RP23-174E11.2
27928,ENSMUSG00000066592,Gm7589
27929,ENSMUSG00000110789,RP23-325P15.2
27930,ENSMUSG00000025236,Adpgk
27931,ENSMUSG00000025235,Bbs4
27932,ENSMUSG00000025234,Arih1
27933,ENSMUSG00000090516,Rps11-ps1
27934,ENSMUSG00000111852,RP23-314E23.2
27935,ENSMUSG00000049526,Tmem202
27936,ENSMUSG00000025232,Hexa
27937,ENSMUSG00000032297,Celf6
27938,ENSMUSG00000025237,Parp6
27939,ENSMUSG00000032294,Pkm
27940,ENSMUSG00000111394,RP23-320D23.6
27941,ENSMUSG00000074259,Gramd2
27942,ENSMUSG00000051705,Senp8
27943,ENSMUSG00000039585,Myo9a
27944,ENSMUSG00000087239,Gm7613
27945,ENSMUSG00000110803,RP24-89C4.5
27946,ENSMUSG00000085116,Gm2735
27947,ENSMUSG00000111833,RP24-89C4.4
27948,ENSMUSG00000032292,Nr2e3
27949,ENSMUSG00000084913,Gm7616
27950,ENSMUSG00000084847,Gm15507
27951,ENSMUSG00000032289,Thsd4
27952,ENSMUSG00000088090,Gm23668
27953,ENSMUSG00000111296,RP23-106F10.1
27954,ENSMUSG00000111065,RP23-106F10.2
27955,ENSMUSG00000088550,Gm22099
27956,ENSMUSG00000111761,RP23-203D1.2
27957,ENSMUSG00000111809,RP23-203D1.5
27958,ENSMUSG00000111667,RP23-203D1.3
27959,ENSMUSG00000111512,RP23-203D1.4
27960,ENSMUSG00000047766,Lrrc49
27961,ENSMUSG00000097734,B930082K07Rik
27962,ENSMUSG00000034839,Larp6
27963,ENSMUSG00000095956,1700036A12Rik
27964,ENSMUSG00000034485,Uaca
27965,ENSMUSG00000052143,Gm9869
27966,ENSMUSG00000111444,RP23-9A12.3
27967,ENSMUSG00000111290,RP23-9A12.4
27968,ENSMUSG00000111147,RP23-116C19.1
27969,ENSMUSG00000111180,RP23-9A12.5
27970,ENSMUSG00000111169,RP23-116C19.4
27971,ENSMUSG00000111354,RP23-116C19.5
27972,ENSMUSG00000111807,RP23-116C19.2
27973,ENSMUSG00000110998,RP23-116C19.3
27974,ENSMUSG00000111449,RP23-122B15.1
27975,ENSMUSG00000111658,RP23-122B15.2
27976,ENSMUSG00000074256,Gm10655
27977,ENSMUSG00000032280,Tle3
27978,ENSMUSG00000111033,RP24-473A18.3
27979,ENSMUSG00000111635,RP24-473A18.4
27980,ENSMUSG00000111381,RP24-142A8.1
27981,ENSMUSG00000111739,RP23-5I6.1
27982,ENSMUSG00000110968,RP24-572J16.1
27983,ENSMUSG00000007892,Rplp1
27984,ENSMUSG00000032254,Kif23
27985,ENSMUSG00000032278,Paqr5
27986,ENSMUSG00000088743,Gm23221
27987,ENSMUSG00000032252,Glce
27988,ENSMUSG00000092696,Mir5133
27989,ENSMUSG00000110826,RP23-417K23.2
27990,ENSMUSG00000111232,RP23-417K23.1
27991,ENSMUSG00000088986,Gm25603
27992,ENSMUSG00000046846,Spesp1
27993,ENSMUSG00000111193,RP23-417K23.4
27994,ENSMUSG00000032249,Anp32a
27995,ENSMUSG00000041729,Coro2b
27996,ENSMUSG00000084540,n-R5s84
27997,ENSMUSG00000032243,Itga11
27998,ENSMUSG00000111537,RP23-337L12.6
27999,ENSMUSG00000032244,Fem1b
28000,ENSMUSG00000097672,Gm26609
28001,ENSMUSG00000032245,Cln6
28002,ENSMUSG00000074250,Gm10653
28003,ENSMUSG00000111805,RP23-337L12.7
28004,ENSMUSG00000032246,Calml4
28005,ENSMUSG00000032405,Pias1
28006,ENSMUSG00000064855,Gm24526
28007,ENSMUSG00000111144,RP23-152A3.2
28008,ENSMUSG00000111297,RP23-152A3.3
28009,ENSMUSG00000094201,Gm25064
28010,ENSMUSG00000022245,Skor1
28011,ENSMUSG00000058444,Map2k5
28012,ENSMUSG00000032403,2300009A05Rik
28013,ENSMUSG00000086539,Gm16759
28014,ENSMUSG00000037801,Iqch
28015,ENSMUSG00000093137,Gm25995
28016,ENSMUSG00000091866,Gm6257
28017,ENSMUSG00000037257,Aagab
28018,ENSMUSG00000032402,Smad3
28019,ENSMUSG00000111137,RP23-193N1.1
28020,ENSMUSG00000110768,RP23-193N1.2
28021,ENSMUSG00000111058,RP23-449K22.2
28022,ENSMUSG00000036867,Smad6
28023,ENSMUSG00000093616,1700055C04Rik
28024,ENSMUSG00000088988,Gm25606
28025,ENSMUSG00000097036,1110036E04Rik
28026,ENSMUSG00000093759,Scarletltr
28027,ENSMUSG00000032401,Lctl
28028,ENSMUSG00000032400,Zwilch
28029,ENSMUSG00000032399,Rpl4
28030,ENSMUSG00000065752,Gm23344
28031,ENSMUSG00000094411,Snord16a
28032,ENSMUSG00000064918,Gm22571
28033,ENSMUSG00000095868,Gm23136
28034,ENSMUSG00000064514,Gm22455
28035,ENSMUSG00000032398,Snapc5
28036,ENSMUSG00000004936,Map2k1
28037,ENSMUSG00000093239,Gm24106
28038,ENSMUSG00000111160,RP23-440L7.5
28039,ENSMUSG00000035337,Uchl4
28040,ENSMUSG00000032397,Tipin
28041,ENSMUSG00000088254,Gm24289
28042,ENSMUSG00000032396,Dis3l
28043,ENSMUSG00000036466,Megf11
28044,ENSMUSG00000004771,Rab11a
28045,ENSMUSG00000104953,AC147560.1
28046,ENSMUSG00000053641,Dennd4a
28047,ENSMUSG00000089336,Gm24347
28048,ENSMUSG00000034452,Slc24a1
28049,ENSMUSG00000034263,Ints14
28050,ENSMUSG00000093119,Gm25640
28051,ENSMUSG00000033629,Hacd3
28052,ENSMUSG00000032393,Dpp8
28053,ENSMUSG00000111471,RP24-296C19.4
28054,ENSMUSG00000032816,Igdcc4
28055,ENSMUSG00000032394,Igdcc3
28056,ENSMUSG00000032392,Parp16
28057,ENSMUSG00000095738,Gm25313
28058,ENSMUSG00000095892,Rnu5g
28059,ENSMUSG00000042254,Cilp
28060,ENSMUSG00000015357,Clpx
28061,ENSMUSG00000059571,Gm16218
28062,ENSMUSG00000111712,RP23-100M12.7
28063,ENSMUSG00000111725,RP23-100M12.6
28064,ENSMUSG00000110913,RP24-131G14.4
28065,ENSMUSG00000041837,Pdcd7
28066,ENSMUSG00000086228,Ubap1l
28067,ENSMUSG00000111092,RP24-131G14.5
28068,ENSMUSG00000054978,Kbtbd13
28069,ENSMUSG00000041696,Rasl12
28070,ENSMUSG00000053862,Slc51b
28071,ENSMUSG00000059183,Mtfmt
28072,ENSMUSG00000111722,RP24-131G14.10
28073,ENSMUSG00000032388,Spg21
28074,ENSMUSG00000066510,Ankdd1a
28075,ENSMUSG00000111818,RP24-131G14.13
28076,ENSMUSG00000050721,Plekho2
28077,ENSMUSG00000041064,Pif1
28078,ENSMUSG00000032387,Rbpms2
28079,ENSMUSG00000040652,Oaz2
28080,ENSMUSG00000040524,Zfp609
28081,ENSMUSG00000032386,Trip4
28082,ENSMUSG00000065387,n-R5s85
28083,ENSMUSG00000079915,Gm16073
28084,ENSMUSG00000040204,Pclaf
28085,ENSMUSG00000065301,Gm23248
28086,ENSMUSG00000032384,Csnk1g1
28087,ENSMUSG00000077385,Gm22657
28088,ENSMUSG00000032383,Ppib
28089,ENSMUSG00000039452,Snx22
28090,ENSMUSG00000032382,Snx1
28091,ENSMUSG00000032381,Fam96a
28092,ENSMUSG00000032380,Dapk2
28093,ENSMUSG00000038664,Herc1
28094,ENSMUSG00000084437,Gm23428
28095,ENSMUSG00000100130,Gm28379
28096,ENSMUSG00000050503,Fbxl22
28097,ENSMUSG00000032376,Usp3
28098,ENSMUSG00000086387,Gm15563
28099,ENSMUSG00000032373,Car12
28100,ENSMUSG00000032375,Aph1b
28101,ENSMUSG00000074232,Gm10647
28102,ENSMUSG00000092131,BC050972
28103,ENSMUSG00000059237,Ppp1r2-ps4
28104,ENSMUSG00000053040,Aph1c
28105,ENSMUSG00000091745,Gm17098
28106,ENSMUSG00000036943,Rab8b
28107,ENSMUSG00000036781,Rps27l
28108,ENSMUSG00000032370,Lactb
28109,ENSMUSG00000089450,Gm24225
28110,ENSMUSG00000032366,Tpm1
28111,ENSMUSG00000111825,RP23-20I24.2
28112,ENSMUSG00000088021,Gm22145
28113,ENSMUSG00000111556,RP23-225C11.1
28114,ENSMUSG00000052698,Tln2
28115,ENSMUSG00000076379,Mir190a
28116,ENSMUSG00000111412,RP23-340D4.2
28117,ENSMUSG00000111819,RP24-76M8.4
28118,ENSMUSG00000098937,Mir7241
28119,ENSMUSG00000098446,Mir7242
28120,ENSMUSG00000111272,RP24-76M8.3
28121,ENSMUSG00000055125,M5C1000I18Rik
28122,ENSMUSG00000091956,C2cd4b
28123,ENSMUSG00000047990,C2cd4a
28124,ENSMUSG00000035284,Vps13c
28125,ENSMUSG00000111841,RP24-151D4.1
28126,ENSMUSG00000101345,Gm28195
28127,ENSMUSG00000088810,Gm22382
28128,ENSMUSG00000111562,RP23-18I3.1
28129,ENSMUSG00000096639,Gm22169
28130,ENSMUSG00000111303,RP24-185I21.1
28131,ENSMUSG00000088587,Gm22962
28132,ENSMUSG00000111404,RP24-185I21.2
28133,ENSMUSG00000032238,Rora
28134,ENSMUSG00000086648,Gm15511
28135,ENSMUSG00000032235,Ice2
28136,ENSMUSG00000111621,RP23-82F10.5
28137,ENSMUSG00000111484,RP23-82F10.3
28138,ENSMUSG00000062874,Gm4978
28139,ENSMUSG00000032231,Anxa2
28140,ENSMUSG00000093042,Mir3109
28141,ENSMUSG00000086399,Gm16144
28142,ENSMUSG00000111096,RP24-421D3.1
28143,ENSMUSG00000059246,Foxb1
28144,ENSMUSG00000097623,B230323A14Rik
28145,ENSMUSG00000111286,RP24-396L14.3
28146,ENSMUSG00000101555,Gm28731
28147,ENSMUSG00000011958,Bnip2
28148,ENSMUSG00000033543,Gtf2a2
28149,ENSMUSG00000032226,Gcnt3
28150,ENSMUSG00000111176,RP23-128A23.3
28151,ENSMUSG00000111043,RP23-128A23.2
28152,ENSMUSG00000032224,Fam81a
28153,ENSMUSG00000077660,Gm24257
28154,ENSMUSG00000097720,Gm26849
28155,ENSMUSG00000032220,Myo1e
28156,ENSMUSG00000093763,Mir5626
28157,ENSMUSG00000032218,Ccnb2
28158,ENSMUSG00000032217,Rnf111
28159,ENSMUSG00000065202,Gm24615
28160,ENSMUSG00000088284,Gm23588
28161,ENSMUSG00000094366,Gm23730
28162,ENSMUSG00000064921,Gm22229
28163,ENSMUSG00000032212,Sltm
28164,ENSMUSG00000042444,Fam63b
28165,ENSMUSG00000074213,Gm10642
28166,ENSMUSG00000054693,Adam10
28167,ENSMUSG00000032207,Lipc
28168,ENSMUSG00000087744,Gm25149
28169,ENSMUSG00000096160,Gm3436
28170,ENSMUSG00000111631,RP23-413J12.1
28171,ENSMUSG00000032204,Aqp9
28172,ENSMUSG00000111618,RP23-2F19.3
28173,ENSMUSG00000111429,RP23-2F19.2
28174,ENSMUSG00000013584,Aldh1a2
28175,ENSMUSG00000111181,RP24-86L13.2
28176,ENSMUSG00000032199,Polr2m
28177,ENSMUSG00000092137,Gcom1
28178,ENSMUSG00000041361,Myzap
28179,ENSMUSG00000111815,RP23-99B22.2
28180,ENSMUSG00000032232,Cgnl1
28181,ENSMUSG00000099220,Gm27220
28182,ENSMUSG00000104467,Gm37660
28183,ENSMUSG00000032228,Tcf12
28184,ENSMUSG00000102143,Gm38057
28185,ENSMUSG00000102939,Gm38111
28186,ENSMUSG00000098761,Gm18821
28187,ENSMUSG00000104107,Gm37879
28188,ENSMUSG00000099313,Gm27152
28189,ENSMUSG00000104469,Gm37663
28190,ENSMUSG00000104078,Gm37023
28191,ENSMUSG00000104432,A430027C01Rik
28192,ENSMUSG00000077821,Gm27450
28193,ENSMUSG00000102874,Gm37137
28194,ENSMUSG00000098915,Rpl15-ps2
28195,ENSMUSG00000084619,Gm25045
28196,ENSMUSG00000099253,Gm7863
28197,ENSMUSG00000061390,Gm7866
28198,ENSMUSG00000099020,Gm27159
28199,ENSMUSG00000099190,Gm27188
28200,ENSMUSG00000098412,Gm7870
28201,ENSMUSG00000089530,Gm25163
28202,ENSMUSG00000098340,Gm27253
28203,ENSMUSG00000038535,Zfp280d
28204,ENSMUSG00000098492,Gm19353
28205,ENSMUSG00000098893,Gm17828
28206,ENSMUSG00000102225,Gm37983
28207,ENSMUSG00000103133,Gm37303
28208,ENSMUSG00000103388,Gm37581
28209,ENSMUSG00000097211,BC065403
28210,ENSMUSG00000102925,Gm37150
28211,ENSMUSG00000098959,Gm27230
28212,ENSMUSG00000098801,Gm27255
28213,ENSMUSG00000099019,Gm27254
28214,ENSMUSG00000032221,Mns1
28215,ENSMUSG00000103445,Gm36948
28216,ENSMUSG00000098778,Gm27231
28217,ENSMUSG00000090626,Tex9
28218,ENSMUSG00000095555,Gm28010
28219,ENSMUSG00000096986,4930509E16Rik
28220,ENSMUSG00000037674,Rfx7
28221,ENSMUSG00000099310,Gm19427
28222,ENSMUSG00000102672,Gm37105
28223,ENSMUSG00000098275,Gm18014
28224,ENSMUSG00000099051,Gm27241
28225,ENSMUSG00000098573,Gm27232
28226,ENSMUSG00000064735,Gm23057
28227,ENSMUSG00000032216,Nedd4
28228,ENSMUSG00000104273,A530064N14Rik
28229,ENSMUSG00000102573,Gm7265
28230,ENSMUSG00000104066,Gm37955
28231,ENSMUSG00000102411,Gm36936
28232,ENSMUSG00000098294,Gm27204
28233,ENSMUSG00000036030,Prtg
28234,ENSMUSG00000098471,Gm27203
28235,ENSMUSG00000102971,A730062M13Rik
28236,ENSMUSG00000102330,Gm37234
28237,ENSMUSG00000034910,Pygo1
28238,ENSMUSG00000092192,Dyx1c1
28239,ENSMUSG00000089865,Gm44503
28240,ENSMUSG00000096559,Gm23567
28241,ENSMUSG00000102797,Gm37710
28242,ENSMUSG00000086158,Ccpg1os
28243,ENSMUSG00000034563,Ccpg1
28244,ENSMUSG00000098589,Gm27353
28245,ENSMUSG00000079469,Pigb
28246,ENSMUSG00000102305,Gm38192
28247,ENSMUSG00000098332,2310009A05Rik
28248,ENSMUSG00000032202,Rab27a
28249,ENSMUSG00000098468,Gm27186
28250,ENSMUSG00000092622,Khdc3
28251,ENSMUSG00000092310,Gm20509
28252,ENSMUSG00000032215,Rsl24d1
28253,ENSMUSG00000103556,Gm38215
28254,ENSMUSG00000066478,Gm5745
28255,ENSMUSG00000098875,Gm27211
28256,ENSMUSG00000062151,Unc13c
28257,ENSMUSG00000103832,Gm37611
28258,ENSMUSG00000099064,Gm27148
28259,ENSMUSG00000084426,Gm25105
28260,ENSMUSG00000103202,Gm37326
28261,ENSMUSG00000095631,n-R5s86
28262,ENSMUSG00000044976,Wdr72
28263,ENSMUSG00000084725,Gm24141
28264,ENSMUSG00000098313,Nr1h2-ps
28265,ENSMUSG00000101526,Gm28622
28266,ENSMUSG00000098748,Gm27189
28267,ENSMUSG00000098272,Gm27233
28268,ENSMUSG00000088635,Gm22315
28269,ENSMUSG00000066477,Gm16551
28270,ENSMUSG00000093662,Gm20649
28271,ENSMUSG00000101596,Gm28182
28272,ENSMUSG00000043013,Onecut1
28273,ENSMUSG00000034858,Fam214a
28274,ENSMUSG00000007656,Arpp19
28275,ENSMUSG00000111027,RP23-203P12.5
28276,ENSMUSG00000034593,Myo5a
28277,ENSMUSG00000090001,Gm9719
28278,ENSMUSG00000089651,Gm16353
28279,ENSMUSG00000033590,Myo5c
28280,ENSMUSG00000032192,Gnb5
28281,ENSMUSG00000111348,RP24-189I2.4
28282,ENSMUSG00000110824,RP24-189I2.5
28283,ENSMUSG00000032191,Bcl2l10
28284,ENSMUSG00000042688,Mapk6
28285,ENSMUSG00000111545,RP24-365N15.4
28286,ENSMUSG00000111495,RP24-365N15.3
28287,ENSMUSG00000097021,4933433G15Rik
28288,ENSMUSG00000042487,Leo1
28289,ENSMUSG00000109032,Gm7972
28290,ENSMUSG00000058587,Tmod3
28291,ENSMUSG00000111228,RP24-365N15.9
28292,ENSMUSG00000032186,Tmod2
28293,ENSMUSG00000110895,RP24-126O19.4
28294,ENSMUSG00000032184,Lysmd2
28295,ENSMUSG00000032181,Scg3
28296,ENSMUSG00000102176,Gm37871
28297,ENSMUSG00000098232,Gm3671
28298,ENSMUSG00000032179,Bmp5
28299,ENSMUSG00000110817,RP23-426K2.2
28300,ENSMUSG00000097836,Gm26903
28301,ENSMUSG00000105435,Gm44355
28302,ENSMUSG00000111119,RP23-426K2.3
28303,ENSMUSG00000093025,Gm25300
28304,ENSMUSG00000007908,Hmgcll1
28305,ENSMUSG00000103354,Gm38083
28306,ENSMUSG00000059383,Gfral
28307,ENSMUSG00000032360,Hcrtr2
28308,ENSMUSG00000098894,Gm27234
28309,ENSMUSG00000032358,Fam83b
28310,ENSMUSG00000098335,Gm27156
28311,ENSMUSG00000098924,Gm27245
28312,ENSMUSG00000077144,Gm22938
28313,ENSMUSG00000111222,RP24-375O19.4
28314,ENSMUSG00000099239,Gm27155
28315,ENSMUSG00000084502,Gm23791
28316,ENSMUSG00000110839,RP23-18M12.2
28317,ENSMUSG00000098888,Gm18486
28318,ENSMUSG00000032357,Tinag
28319,ENSMUSG00000098333,Gm27158
28320,ENSMUSG00000098370,Gm19541
28321,ENSMUSG00000099138,Gm5746
28322,ENSMUSG00000032355,Mlip
28323,ENSMUSG00000098668,Gm27210
28324,ENSMUSG00000102783,Gm38254
28325,ENSMUSG00000103794,4930590H14Rik
28326,ENSMUSG00000099170,5730403I07Rik
28327,ENSMUSG00000032352,Lrrc1
28328,ENSMUSG00000099094,Gm19569
28329,ENSMUSG00000098895,Gm21013
28330,ENSMUSG00000093211,Gm25250
28331,ENSMUSG00000044938,Klhl31
28332,ENSMUSG00000111225,RP23-268C22.3
28333,ENSMUSG00000110838,RP23-268C22.2
28334,ENSMUSG00000111014,RP23-297P22.1
28335,ENSMUSG00000032350,Gclc
28336,ENSMUSG00000111253,RP24-397P9.4
28337,ENSMUSG00000111250,RP24-397P9.2
28338,ENSMUSG00000111580,RP24-397P9.3
28339,ENSMUSG00000110724,RP24-397P9.5
28340,ENSMUSG00000032349,Elovl5
28341,ENSMUSG00000111610,RP23-37D14.4
28342,ENSMUSG00000077730,Gm23609
28343,ENSMUSG00000111335,RP23-37D14.3
28344,ENSMUSG00000111850,RP23-37D14.5
28345,ENSMUSG00000023333,Gcm1
28346,ENSMUSG00000111596,RP23-37D14.7
28347,ENSMUSG00000001366,Fbxo9
28348,ENSMUSG00000009828,Ick
28349,ENSMUSG00000065037,Rn7sk
28350,ENSMUSG00000097574,C920006O11Rik
28351,ENSMUSG00000032348,Gsta4
28352,ENSMUSG00000111015,RP23-99D11.5
28353,ENSMUSG00000074183,Gsta1
28354,ENSMUSG00000110919,RP23-99D11.7
28355,ENSMUSG00000111709,Gm3776
28356,ENSMUSG00000111423,RP23-99D11.8
28357,ENSMUSG00000074179,Gm10639
28358,ENSMUSG00000066463,Omt2a
28359,ENSMUSG00000090802,Gm8074
28360,ENSMUSG00000038750,Omt2b
28361,ENSMUSG00000057933,Gsta2
28362,ENSMUSG00000060461,Dppa5a
28363,ENSMUSG00000032346,Ooep
28364,ENSMUSG00000083032,Gm8087
28365,ENSMUSG00000090724,4930542C12Rik
28366,ENSMUSG00000070291,Ddx43
28367,ENSMUSG00000087052,Gm8093
28368,ENSMUSG00000032344,Mb21d1
28369,ENSMUSG00000090317,Gm17324
28370,ENSMUSG00000032342,Mto1
28371,ENSMUSG00000037742,Eef1a1
28372,ENSMUSG00000076138,Gm26377
28373,ENSMUSG00000111417,RP23-366K1.6
28374,ENSMUSG00000049624,Slc17a5
28375,ENSMUSG00000046186,Cd109
28376,ENSMUSG00000091147,4921509A06Rik
28377,ENSMUSG00000111139,RP24-70H20.4
28378,ENSMUSG00000110809,RP24-70H20.5
28379,ENSMUSG00000059422,Gm8116
28380,ENSMUSG00000111081,RP24-75M13.2
28381,ENSMUSG00000111309,RP24-75M13.1
28382,ENSMUSG00000111363,RP23-93J3.1
28383,ENSMUSG00000110923,RP23-433C10.1
28384,ENSMUSG00000111638,RP23-433C10.2
28385,ENSMUSG00000102020,Gm28620
