,gene_id,gene_name
9115,ENSMUSG00000032952,Ap4b1
9116,ENSMUSG00000105053,Gm43064
9117,ENSMUSG00000044165,Bcl2l15
9118,ENSMUSG00000027843,Ptpn22
9119,ENSMUSG00000084760,Gm15472
9120,ENSMUSG00000105986,Gm43065
9121,ENSMUSG00000083630,Gm15602
9122,ENSMUSG00000044098,Rsbn1
9123,ENSMUSG00000089998,Phtf1os
9124,ENSMUSG00000058388,Phtf1
9125,ENSMUSG00000052539,Magi3
9126,ENSMUSG00000104721,Gm42696
9127,ENSMUSG00000106371,9530097N15Rik
9128,ENSMUSG00000088016,Gm23830
9129,ENSMUSG00000105148,Gm42700
9130,ENSMUSG00000105083,Gm42699
9131,ENSMUSG00000105793,Gm17956
9132,ENSMUSG00000106443,Gm42702
9133,ENSMUSG00000104583,Gm42701
9134,ENSMUSG00000105846,Gm43258
9135,ENSMUSG00000106063,C030032O16Rik
9136,ENSMUSG00000106432,Gm43259
9137,ENSMUSG00000105933,Gm43260
9138,ENSMUSG00000105818,Gm43256
9139,ENSMUSG00000088479,Gm23077
9140,ENSMUSG00000022187,Gm5546
9141,ENSMUSG00000032913,Lrig2
9142,ENSMUSG00000104768,Gm43257
9143,ENSMUSG00000106453,Gm9273
9144,ENSMUSG00000105304,Gm43696
9145,ENSMUSG00000104973,A530041M06Rik
9146,ENSMUSG00000105659,4930509H03Rik
9147,ENSMUSG00000084653,Gm26091
9148,ENSMUSG00000106565,Gm43582
9149,ENSMUSG00000032902,Slc16a1
9150,ENSMUSG00000105199,Gm43581
9151,ENSMUSG00000106287,Gm43585
9152,ENSMUSG00000100188,Gm29561
9153,ENSMUSG00000101641,Gm29560
9154,ENSMUSG00000089452,Gm24223
9155,ENSMUSG00000100466,Gm29572
9156,ENSMUSG00000089999,Gm6485
9157,ENSMUSG00000105195,Gm43584
9158,ENSMUSG00000055865,Fam19a3
9159,ENSMUSG00000002228,Ppm1j
9160,ENSMUSG00000002233,Rhoc
9161,ENSMUSG00000002227,Mov10
9162,ENSMUSG00000070372,Capza1
9163,ENSMUSG00000106251,Gm42658
9164,ENSMUSG00000105655,Gm42659
9165,ENSMUSG00000045576,St7l
9166,ENSMUSG00000106105,Gm4525
9167,ENSMUSG00000027840,Wnt2b
9168,ENSMUSG00000105925,Gm43846
9169,ENSMUSG00000105355,Gm42956
9170,ENSMUSG00000062127,Cttnbp2nl
9171,ENSMUSG00000051788,4930564D02Rik
9172,ENSMUSG00000074346,Kcnd3os
9173,ENSMUSG00000040896,Kcnd3
9174,ENSMUSG00000105753,Gm43847
9175,ENSMUSG00000027905,Ddx20
9176,ENSMUSG00000048458,Fam212b
9177,ENSMUSG00000106317,Gm43848
9178,ENSMUSG00000068798,Rap1a
9179,ENSMUSG00000105677,Gm43328
9180,ENSMUSG00000105842,Gm43329
9181,ENSMUSG00000106341,Gm43330
9182,ENSMUSG00000104910,Gm43331
9183,ENSMUSG00000104835,Gm5547
9184,ENSMUSG00000000562,Adora3
9185,ENSMUSG00000074344,Tmigd3
9186,ENSMUSG00000074342,I830077J02Rik
9187,ENSMUSG00000000563,Atp5f1
9188,ENSMUSG00000000561,Wdr77
9189,ENSMUSG00000105852,Gm42890
9190,ENSMUSG00000074340,Ovgp1
9191,ENSMUSG00000010136,Pifo
9192,ENSMUSG00000106093,Gm42722
9193,ENSMUSG00000104592,Gm42721
9194,ENSMUSG00000043873,Chil5
9195,ENSMUSG00000092072,Gm4540
9196,ENSMUSG00000105277,Gm9504
9197,ENSMUSG00000105051,Gm4248
9198,ENSMUSG00000062778,Chia1
9199,ENSMUSG00000040809,Chil3
9200,ENSMUSG00000104855,Gm43709
9201,ENSMUSG00000063779,Chil4
9202,ENSMUSG00000106373,Gm6522
9203,ENSMUSG00000105436,Gm43212
9204,ENSMUSG00000027902,Chil6
9205,ENSMUSG00000104350,Gm38244
9206,ENSMUSG00000091575,2010016I18Rik
9207,ENSMUSG00000027901,Dennd2d
9208,ENSMUSG00000040774,Cept1
9209,ENSMUSG00000027900,Dram2
9210,ENSMUSG00000106592,Gm43070
9211,ENSMUSG00000105272,Gm43071
9212,ENSMUSG00000103053,Gm38271
9213,ENSMUSG00000056260,Lrif1
9214,ENSMUSG00000102780,Gm38253
9215,ENSMUSG00000040747,Cd53
9216,ENSMUSG00000043529,Olfr266
9217,ENSMUSG00000105102,Gm35507
9218,ENSMUSG00000098108,Gm27008
9219,ENSMUSG00000047959,Kcna3
9220,ENSMUSG00000056145,AI504432
9221,ENSMUSG00000050179,A930002I21Rik
9222,ENSMUSG00000040724,Kcna2
9223,ENSMUSG00000042861,Kcna10
9224,ENSMUSG00000046213,Cym
9225,ENSMUSG00000094613,A630076J17Rik
9226,ENSMUSG00000070368,Prok1
9227,ENSMUSG00000087260,Lamtor5
9228,ENSMUSG00000027896,Slc16a4
9229,ENSMUSG00000048109,Rbm15
9230,ENSMUSG00000105532,Gm5279
9231,ENSMUSG00000084640,Gm24383
9232,ENSMUSG00000027895,Kcnc4
9233,ENSMUSG00000027894,Slc6a17
9234,ENSMUSG00000055891,Ubl4b
9235,ENSMUSG00000014603,Alx3
9236,ENSMUSG00000014601,Strip1
9237,ENSMUSG00000078604,Gm10961
9238,ENSMUSG00000027893,Ahcyl1
9239,ENSMUSG00000014599,Csf1
9240,ENSMUSG00000106531,Gm43233
9241,ENSMUSG00000106426,Gm36211
9242,ENSMUSG00000105944,Gm5075
9243,ENSMUSG00000106359,4930554G22Rik
9244,ENSMUSG00000040600,Eps8l3
9245,ENSMUSG00000105456,Gm43745
9246,ENSMUSG00000086968,4933431E20Rik
9247,ENSMUSG00000004032,Gstm5
9248,ENSMUSG00000105872,Gm9515
9249,ENSMUSG00000082720,Gm12489
9250,ENSMUSG00000004035,Gstm7
9251,ENSMUSG00000068762,Gstm6
9252,ENSMUSG00000089664,Gm12494
9253,ENSMUSG00000004038,Gstm3
9254,ENSMUSG00000049231,Gm12497
9255,ENSMUSG00000040562,Gstm2
9256,ENSMUSG00000106614,Gm43746
9257,ENSMUSG00000058135,Gstm1
9258,ENSMUSG00000087357,Gm12498
9259,ENSMUSG00000083627,Gm12502
9260,ENSMUSG00000081688,Gm12499
9261,ENSMUSG00000064569,Gm25592
9262,ENSMUSG00000027890,Gstm4
9263,ENSMUSG00000027889,Ampd2
9264,ENSMUSG00000056411,Gm12500
9265,ENSMUSG00000009108,Gnat2
9266,ENSMUSG00000000001,Gnai3
9267,ENSMUSG00000046793,Gpr61
9268,ENSMUSG00000085318,Gm12524
9269,ENSMUSG00000050947,Amigo1
9270,ENSMUSG00000048796,Cyb561d1
9271,ENSMUSG00000048997,Atxn7l2
9272,ENSMUSG00000027887,Sypl2
9273,ENSMUSG00000105961,Gm42754
9274,ENSMUSG00000083462,Gm12501
9275,ENSMUSG00000085102,1700010K24Rik
9276,ENSMUSG00000068749,Psma5
9277,ENSMUSG00000084863,Gm12523
9278,ENSMUSG00000068747,Sort1
9279,ENSMUSG00000105358,Gm43099
9280,ENSMUSG00000078601,Gm12525
9281,ENSMUSG00000068745,Mybphl
9282,ENSMUSG00000074281,Gm12522
9283,ENSMUSG00000068744,Psrc1
9284,ENSMUSG00000068740,Celsr2
9285,ENSMUSG00000068739,Sars
9286,ENSMUSG00000089188,Gm22942
9287,ENSMUSG00000106101,Gm43438
9288,ENSMUSG00000040412,5330417C22Rik
9289,ENSMUSG00000080673,Gm23336
9290,ENSMUSG00000103761,Gm37859
9291,ENSMUSG00000027886,1700013F07Rik
9292,ENSMUSG00000088185,Scarna2
9293,ENSMUSG00000105810,Gm43435
9294,ENSMUSG00000068732,Tmem167b
9295,ENSMUSG00000092718,Gm22860
9296,ENSMUSG00000048100,Taf13
9297,ENSMUSG00000040389,Wdr47
9298,ENSMUSG00000081499,Gm12517
9299,ENSMUSG00000027884,Clcc1
9300,ENSMUSG00000027883,Gpsm2
9301,ENSMUSG00000098800,Gm27244
9302,ENSMUSG00000049565,Aknad1
9303,ENSMUSG00000027882,Stxbp3
9304,ENSMUSG00000045326,Fndc7
9305,ENSMUSG00000105175,Gm43097
9306,ENSMUSG00000027881,Prpf38b
9307,ENSMUSG00000045662,Henmt1
9308,ENSMUSG00000051638,Gm9857
9309,ENSMUSG00000040339,Fam102b
9310,ENSMUSG00000106108,Gm43221
9311,ENSMUSG00000105371,Gm44384
9312,ENSMUSG00000105638,4930408K08Rik
9313,ENSMUSG00000027880,Slc25a54
9314,ENSMUSG00000105139,Gm43223
9315,ENSMUSG00000040322,Slc25a24
9316,ENSMUSG00000083717,Gm13865
9317,ENSMUSG00000033721,Vav3
9318,ENSMUSG00000059857,Ntng1
9319,ENSMUSG00000065872,Gm25681
9320,ENSMUSG00000082624,Gm12535
9321,ENSMUSG00000105639,Gm42516
9322,ENSMUSG00000049300,Prmt6
9323,ENSMUSG00000105509,C130013H08Rik
9324,ENSMUSG00000104944,Gm43405
9325,ENSMUSG00000105859,Gm19185
9326,ENSMUSG00000105121,Gm43406
9327,ENSMUSG00000077253,Gm26076
9328,ENSMUSG00000106650,Gm43404
9329,ENSMUSG00000106487,Gm43407
9330,ENSMUSG00000106100,Gm9314
9331,ENSMUSG00000105882,Gm42905
9332,ENSMUSG00000104711,Gm43854
9333,ENSMUSG00000104543,Gm6602
9334,ENSMUSG00000089017,Gm25519
9335,ENSMUSG00000105507,Gm43853
9336,ENSMUSG00000105077,Gm4859
9337,ENSMUSG00000105073,Gm9317
9338,ENSMUSG00000105785,Gm42526
9339,ENSMUSG00000106666,Gm43587
9340,ENSMUSG00000105588,Utp14b-ps1
9341,ENSMUSG00000045952,Gm5548
9342,ENSMUSG00000105665,Gm38395
9343,ENSMUSG00000083079,Amy2b
9344,ENSMUSG00000081506,Amy2-ps1
9345,ENSMUSG00000074268,Amy2a5
9346,ENSMUSG00000096770,Amy2a4
9347,ENSMUSG00000093931,Amy2a3
9348,ENSMUSG00000096569,Amy2a2
9349,ENSMUSG00000070360,Amy2a1
9350,ENSMUSG00000074264,Amy1
9351,ENSMUSG00000027981,Rnpc3
9352,ENSMUSG00000105836,Gm17954
9353,ENSMUSG00000106454,Gm17775
9354,ENSMUSG00000106084,Gm18163
9355,ENSMUSG00000027966,Col11a1
9356,ENSMUSG00000106452,Gm43749
9357,ENSMUSG00000077410,Gm23750
9358,ENSMUSG00000105225,Gm19147
9359,ENSMUSG00000027965,Olfm3
9360,ENSMUSG00000106510,Gm18429
9361,ENSMUSG00000088346,Gm22337
9362,ENSMUSG00000080676,Gm25347
9363,ENSMUSG00000105829,Gm43669
9364,ENSMUSG00000045092,S1pr1
9365,ENSMUSG00000052769,Gm9889
9366,ENSMUSG00000054426,A930005H10Rik
9367,ENSMUSG00000033554,Dph5
9368,ENSMUSG00000105108,Gm42687
9369,ENSMUSG00000105017,Gm43107
9370,ENSMUSG00000104803,Gm43108
9371,ENSMUSG00000054414,Slc30a7
9372,ENSMUSG00000104723,Gm43106
9373,ENSMUSG00000105645,Gm6649
9374,ENSMUSG00000089261,Mir669n
9375,ENSMUSG00000027963,Extl2
9376,ENSMUSG00000077741,Gm26344
9377,ENSMUSG00000027962,Vcam1
9378,ENSMUSG00000104653,Gm43109
9379,ENSMUSG00000105729,5330425B07Rik
9380,ENSMUSG00000097362,Gm26544
9381,ENSMUSG00000104607,Gm43202
9382,ENSMUSG00000068696,Gpr88
9383,ENSMUSG00000033502,Cdc14a
9384,ENSMUSG00000106005,Gm29151
9385,ENSMUSG00000089060,Gm22361
9386,ENSMUSG00000088840,Gm26358
9387,ENSMUSG00000000339,Rtca
9388,ENSMUSG00000097737,Gm26530
9389,ENSMUSG00000000340,Dbt
9390,ENSMUSG00000082394,Gm4596
9391,ENSMUSG00000105992,Gm43651
9392,ENSMUSG00000034437,Gm9761
9393,ENSMUSG00000027961,Lrrc39
9394,ENSMUSG00000106025,Gm42940
9395,ENSMUSG00000033439,Trmt13
9396,ENSMUSG00000027959,Sass6
9397,ENSMUSG00000106415,Gm42893
9398,ENSMUSG00000089911,Mfsd14a
9399,ENSMUSG00000105339,Gm42457
9400,ENSMUSG00000105103,Gm43191
9401,ENSMUSG00000106125,4930512P04Rik
9402,ENSMUSG00000027957,Slc35a3
9403,ENSMUSG00000033400,Agl
9404,ENSMUSG00000106128,Gm43520
9405,ENSMUSG00000106511,Gm43521
9406,ENSMUSG00000105250,Gm29736
9407,ENSMUSG00000105241,Gm43542
9408,ENSMUSG00000033386,Frrs1
9409,ENSMUSG00000033377,Palmd
9410,ENSMUSG00000106073,Gm42892
9411,ENSMUSG00000080907,4930455H04Rik
9412,ENSMUSG00000105221,Gm9332
9413,ENSMUSG00000028009,1700061I17Rik
9414,ENSMUSG00000106343,Gm18430
9415,ENSMUSG00000106314,Gm9632
9416,ENSMUSG00000105914,Gm19243
9417,ENSMUSG00000106342,Gm42891
9418,ENSMUSG00000044667,Plppr4
9419,ENSMUSG00000092666,Gm22408
9420,ENSMUSG00000033342,Plppr5
9421,ENSMUSG00000028007,Snx7
9422,ENSMUSG00000093054,Gm24811
9423,ENSMUSG00000104678,Gm4321
9424,ENSMUSG00000104703,4921521D15Rik
9425,ENSMUSG00000097311,Gm26871
9426,ENSMUSG00000065569,Mir137
9427,ENSMUSG00000093000,Gm24155
9428,ENSMUSG00000104178,Gm9916
9429,ENSMUSG00000104033,Gm37773
9430,ENSMUSG00000104362,Gm37928
9431,ENSMUSG00000102729,Gm32444
9432,ENSMUSG00000033308,Dpyd
9433,ENSMUSG00000106542,Gm43410
9434,ENSMUSG00000087806,Gm23432
9435,ENSMUSG00000106037,Gm4332
9436,ENSMUSG00000028134,Ptbp2
9437,ENSMUSG00000105572,Gm43300
9438,ENSMUSG00000106099,Gm42664
9439,ENSMUSG00000106075,Gm42804
9440,ENSMUSG00000094593,Gm24744
9441,ENSMUSG00000096196,Gm26137
9442,ENSMUSG00000104726,Gm18384
9443,ENSMUSG00000065684,Gm23733
9444,ENSMUSG00000098097,6530403H02Rik
9445,ENSMUSG00000089027,Gm25013
9446,ENSMUSG00000105207,Gm42927
9447,ENSMUSG00000105243,Gm43444
9448,ENSMUSG00000104749,Gm42926
9449,ENSMUSG00000028133,Rwdd3
9450,ENSMUSG00000106329,Gm10652
9451,ENSMUSG00000098042,Gm5710
9452,ENSMUSG00000028132,Tmem56
9453,ENSMUSG00000106619,Gm9353
9454,ENSMUSG00000104902,Gm30517
9455,ENSMUSG00000039887,Alg14
9456,ENSMUSG00000084674,Gm26027
9457,ENSMUSG00000106455,Gm5711
9458,ENSMUSG00000105813,Gm42928
9459,ENSMUSG00000053931,Cnn3
9460,ENSMUSG00000106022,Gm42929
9461,ENSMUSG00000039865,Slc44a3
9462,ENSMUSG00000097124,A530020G20Rik
9463,ENSMUSG00000044522,A730020M07Rik
9464,ENSMUSG00000074248,4930432M17Rik
9465,ENSMUSG00000106036,Gm43608
9466,ENSMUSG00000105767,Gm43607
9467,ENSMUSG00000106224,Gm43823
9468,ENSMUSG00000028128,F3
9469,ENSMUSG00000104676,Gm42777
9470,ENSMUSG00000028127,Abcd3
9471,ENSMUSG00000106087,Gm43609
9472,ENSMUSG00000105597,4633401B06Rik
9473,ENSMUSG00000105889,Gm42776
9474,ENSMUSG00000104595,Gm42593
9475,ENSMUSG00000039831,Arhgap29
9476,ENSMUSG00000104869,Gm42544
9477,ENSMUSG00000028125,Abca4
9478,ENSMUSG00000104887,Gm43158
9479,ENSMUSG00000105351,Gm43157
9480,ENSMUSG00000104799,Gm9361
9481,ENSMUSG00000078592,Gm4609
9482,ENSMUSG00000092934,Gm22903
9483,ENSMUSG00000028124,Gclm
9484,ENSMUSG00000057359,Gm17494
9485,ENSMUSG00000093392,Gm6061
9486,ENSMUSG00000039756,Dnttip2
9487,ENSMUSG00000105057,Gm40190
9488,ENSMUSG00000076456,Mir760
9489,ENSMUSG00000028121,Bcar3
9490,ENSMUSG00000104554,Gm42835
9491,ENSMUSG00000104574,Gm42836
9492,ENSMUSG00000087743,Gm25153
9493,ENSMUSG00000039735,Fnbp1l
9494,ENSMUSG00000104773,Mir7657
9495,ENSMUSG00000106194,Gm43569
9496,ENSMUSG00000106364,Gm42994
9497,ENSMUSG00000106365,Gm43568
9498,ENSMUSG00000106562,Gm5981
9499,ENSMUSG00000053965,Pde5a
9500,ENSMUSG00000106583,4930447N08Rik
9501,ENSMUSG00000106376,Gm34139
9502,ENSMUSG00000106059,Gm9364
9503,ENSMUSG00000097852,4933405D12Rik
9504,ENSMUSG00000023057,Fabp2
9505,ENSMUSG00000078590,Gm10959
9506,ENSMUSG00000054091,1810037I17Rik
9507,ENSMUSG00000039701,Usp53
9508,ENSMUSG00000105478,Gm43285
9509,ENSMUSG00000028116,Myoz2
9510,ENSMUSG00000076949,Gm22066
9511,ENSMUSG00000106114,Gm43286
9512,ENSMUSG00000050315,Synpo2
9513,ENSMUSG00000106012,Gm43744
9514,ENSMUSG00000105562,Gm43287
9515,ENSMUSG00000106220,Gm43288
9516,ENSMUSG00000106490,Gm43283
9517,ENSMUSG00000039234,Sec24d
9518,ENSMUSG00000028114,Mettl14
9519,ENSMUSG00000080545,Gm22713
9520,ENSMUSG00000105784,Gm43591
9521,ENSMUSG00000027978,Prss12
9522,ENSMUSG00000105058,Gm43590
9523,ENSMUSG00000104960,Snhg8
9524,ENSMUSG00000092730,Snora24
9525,ENSMUSG00000104670,Gm9369
9526,ENSMUSG00000027977,Ndst3
9527,ENSMUSG00000104860,Gm42510
9528,ENSMUSG00000065132,Gm24456
9529,ENSMUSG00000080842,Gm15400
9530,ENSMUSG00000081939,Gm15399
9531,ENSMUSG00000104531,Gm43731
9532,ENSMUSG00000090474,Gm9372
9533,ENSMUSG00000106238,Gm42824
9534,ENSMUSG00000044528,Tram1l1
9535,ENSMUSG00000096544,Gm4617
9536,ENSMUSG00000105812,4921527H02Rik
9537,ENSMUSG00000106150,4921527H02Rik
9538,ENSMUSG00000027973,1700006A11Rik
9539,ENSMUSG00000064915,Gm22575
9540,ENSMUSG00000106413,Gm42823
9541,ENSMUSG00000077726,Gm22900
9542,ENSMUSG00000039174,1700003H04Rik
9543,ENSMUSG00000106009,Gm9379
9544,ENSMUSG00000106423,Gm42825
9545,ENSMUSG00000088099,Gm23673
9546,ENSMUSG00000098033,Gm9381
9547,ENSMUSG00000106001,Gm42826
9548,ENSMUSG00000027971,Ndst4
9549,ENSMUSG00000032854,Ugt8a
9550,ENSMUSG00000087726,Gm26275
9551,ENSMUSG00000106503,Gm42827
9552,ENSMUSG00000106094,Gm18916
9553,ENSMUSG00000046561,Arsj
9554,ENSMUSG00000090427,Gm17225
9555,ENSMUSG00000105695,Gm43327
9556,ENSMUSG00000105233,Gm20568
9557,ENSMUSG00000053819,Camk2d
9558,ENSMUSG00000106475,Gm43011
9559,ENSMUSG00000104571,Gm43010
9560,ENSMUSG00000105586,Gm43009
9561,ENSMUSG00000105774,Gm43006
9562,ENSMUSG00000104906,Gm43005
9563,ENSMUSG00000086679,Gm15551
9564,ENSMUSG00000105378,Gm42515
9565,ENSMUSG00000105553,Gm42514
9566,ENSMUSG00000032826,Ank2
9567,ENSMUSG00000105469,A930036I15Rik
9568,ENSMUSG00000105939,Gm43322
9569,ENSMUSG00000105119,Gm43765
9570,ENSMUSG00000077617,Gm25501
9571,ENSMUSG00000106612,Gm43750
9572,ENSMUSG00000105322,Gm43751
9573,ENSMUSG00000104963,Gm42974
9574,ENSMUSG00000097456,Gm16958
9575,ENSMUSG00000105202,C230031I18Rik
9576,ENSMUSG00000105733,Gm42973
9577,ENSMUSG00000105445,Gm42972
9578,ENSMUSG00000105568,Gm42971
9579,ENSMUSG00000106446,Gm42970
9580,ENSMUSG00000105822,Gm42969
9581,ENSMUSG00000106369,Gm43355
9582,ENSMUSG00000105969,Gm42525
9583,ENSMUSG00000105116,Gm44494
9584,ENSMUSG00000104957,Gm43354
9585,ENSMUSG00000027968,Larp7
9586,ENSMUSG00000076252,Mir302b
9587,ENSMUSG00000065482,Mir302c
9588,ENSMUSG00000065552,Mir302a
9589,ENSMUSG00000065447,Mir302d
9590,ENSMUSG00000065413,Mir367
9591,ENSMUSG00000051278,Zgrf1
9592,ENSMUSG00000105104,Gm43729
9593,ENSMUSG00000027967,Neurog2
9594,ENSMUSG00000028028,Alpk1
9595,ENSMUSG00000089988,Gm16238
9596,ENSMUSG00000104888,1500005C15Rik
9597,ENSMUSG00000105701,Gm42587
9598,ENSMUSG00000088537,Gm23279
9599,ENSMUSG00000046688,Tifa
9600,ENSMUSG00000074238,Ap1ar
9601,ENSMUSG00000105804,Gm43654
9602,ENSMUSG00000105447,Gm43653
9603,ENSMUSG00000105550,Gm42586
9604,ENSMUSG00000105008,Gm43652
9605,ENSMUSG00000050549,5730508B09Rik
9606,ENSMUSG00000104763,9830132P13Rik
9607,ENSMUSG00000106437,Gm43053
9608,ENSMUSG00000074237,Gm10650
9609,ENSMUSG00000105816,D030025E07Rik
9610,ENSMUSG00000106119,Gm43656
9611,ENSMUSG00000065248,Gm22293
9612,ENSMUSG00000106245,Gm43824
9613,ENSMUSG00000105527,4933424H11Rik
9614,ENSMUSG00000106029,Gm4410
9615,ENSMUSG00000074236,Gm9387
9616,ENSMUSG00000099640,Gm28543
9617,ENSMUSG00000028023,Pitx2
9618,ENSMUSG00000098515,Gm27195
9619,ENSMUSG00000106078,Gm43697
9620,ENSMUSG00000028024,Enpep
9621,ENSMUSG00000106417,Gm42628
9622,ENSMUSG00000105166,Gm42629
9623,ENSMUSG00000105278,Gm42630
9624,ENSMUSG00000105712,Gm5712
9625,ENSMUSG00000106258,Rpl7a-ps7
9626,ENSMUSG00000105837,Gm35986
9627,ENSMUSG00000041220,Elovl6
9628,ENSMUSG00000106092,Gm43072
9629,ENSMUSG00000028017,Egf
9630,ENSMUSG00000092701,Gm24515
9631,ENSMUSG00000106120,Gm42697
9632,ENSMUSG00000105596,Gm42650
9633,ENSMUSG00000105960,6330410L21Rik
9634,ENSMUSG00000093865,Lrit3
9635,ENSMUSG00000028012,Rrh
9636,ENSMUSG00000028010,Gar1
9637,ENSMUSG00000058952,Cfi
9638,ENSMUSG00000027999,Pla2g12a
9639,ENSMUSG00000027997,Casp6
9640,ENSMUSG00000027994,Mcub
9641,ENSMUSG00000001052,Sec24b
9642,ENSMUSG00000063328,Gm9396
9643,ENSMUSG00000106072,Gm42663
9644,ENSMUSG00000058897,Col25a1
9645,ENSMUSG00000106276,Gm9397
9646,ENSMUSG00000065788,Gm22682
9647,ENSMUSG00000105011,Gm43210
9648,ENSMUSG00000105760,Gm43211
9649,ENSMUSG00000105520,Gm42837
9650,ENSMUSG00000019232,Etnppl
9651,ENSMUSG00000041084,Ostc
9652,ENSMUSG00000105466,Gm42998
9653,ENSMUSG00000062006,Rpl34
9654,ENSMUSG00000105789,Gm42997
9655,ENSMUSG00000106260,Gm43524
9656,ENSMUSG00000105716,Gm43522
9657,ENSMUSG00000106095,2010110G14Rik
9658,ENSMUSG00000104984,Gm5982
9659,ENSMUSG00000104557,Gm36520
9660,ENSMUSG00000088522,Gm26090
9661,ENSMUSG00000105769,Gm43351
9662,ENSMUSG00000105628,Gm43350
9663,ENSMUSG00000104579,5830437K03Rik
9664,ENSMUSG00000106249,Gm43349
9665,ENSMUSG00000105558,Gm5855
9666,ENSMUSG00000104859,A430072C10Rik
9667,ENSMUSG00000106086,Gm43352
9668,ENSMUSG00000027985,Lef1
9669,ENSMUSG00000104612,Gm42449
9670,ENSMUSG00000027984,Hadh
9671,ENSMUSG00000106268,Gm18492
9672,ENSMUSG00000027983,Cyp2u1
9673,ENSMUSG00000097761,4930534D22Rik
9674,ENSMUSG00000050931,Sgms2
9675,ENSMUSG00000104754,Gm43116
9676,ENSMUSG00000028032,Papss1
9677,ENSMUSG00000105973,Gm42881
9678,ENSMUSG00000105331,Gm29865
9679,ENSMUSG00000104853,Olfr375-ps1
9680,ENSMUSG00000087877,Gm26103
9681,ENSMUSG00000064992,Gm22421
9682,ENSMUSG00000028031,Dkk2
9683,ENSMUSG00000106280,Gm42880
9684,ENSMUSG00000089510,Gm25307
9685,ENSMUSG00000091721,Gimd1
9686,ENSMUSG00000106313,Gm9402
9687,ENSMUSG00000028029,Aimp1
9688,ENSMUSG00000028030,Tbck
9689,ENSMUSG00000105719,Gm42872
9690,ENSMUSG00000087776,Gm22322
9691,ENSMUSG00000105691,Gm42876
9692,ENSMUSG00000106230,Gm29811
9693,ENSMUSG00000106499,Gm9403
9694,ENSMUSG00000040998,Npnt
9695,ENSMUSG00000089431,Gm23196
9696,ENSMUSG00000028018,Gstcd
9697,ENSMUSG00000104787,Gm19148
9698,ENSMUSG00000105259,Gm42874
9699,ENSMUSG00000105217,Gm42873
9700,ENSMUSG00000028016,Ints12
9701,ENSMUSG00000040969,Arhgef38
9702,ENSMUSG00000105957,Gm43254
9703,ENSMUSG00000028013,Ppa2
9704,ENSMUSG00000080506,Gm25042
9705,ENSMUSG00000040943,Tet2
9706,ENSMUSG00000105085,Gm42567
9707,ENSMUSG00000105595,Gm23011
9708,ENSMUSG00000077336,Gm23011
9709,ENSMUSG00000102530,Gm37228
9710,ENSMUSG00000105952,Gm42563
9711,ENSMUSG00000106069,Gm6135
9712,ENSMUSG00000104645,Gm30484
9713,ENSMUSG00000097911,Gm26691
9714,ENSMUSG00000106130,Gm44361
9715,ENSMUSG00000104556,Gm43192
9716,ENSMUSG00000105523,Gm43193
9717,ENSMUSG00000106139,Gm43194
9718,ENSMUSG00000044365,Cxxc4
9719,ENSMUSG00000084564,Mir1895
9720,ENSMUSG00000104779,Gm43559
9721,ENSMUSG00000106628,Gm43558
9722,ENSMUSG00000104530,Gm6077
9723,ENSMUSG00000105765,4930539C22Rik
9724,ENSMUSG00000097031,Gm26820
9725,ENSMUSG00000028172,Tacr3
9726,ENSMUSG00000105559,Gm4860
9727,ENSMUSG00000106569,Gm43036
9728,ENSMUSG00000104539,Gm43035
9729,ENSMUSG00000105538,Gm2142
9730,ENSMUSG00000076366,Gm24048
9731,ENSMUSG00000105266,Gm18546
9732,ENSMUSG00000106079,Gm43033
9733,ENSMUSG00000045328,Cenpe
9734,ENSMUSG00000028167,Bdh2
9735,ENSMUSG00000037994,Slc9b2
9736,ENSMUSG00000050150,Slc9b1
9737,ENSMUSG00000028165,Cisd2
9738,ENSMUSG00000105981,2810428J06Rik
9739,ENSMUSG00000105449,Gm43379
9740,ENSMUSG00000097032,4930539J05Rik
9741,ENSMUSG00000078578,Ube2d3
9742,ENSMUSG00000105404,Gm42807
9743,ENSMUSG00000028164,Manba
9744,ENSMUSG00000083045,Gm16100
9745,ENSMUSG00000083610,Oaz2-ps
9746,ENSMUSG00000028163,Nfkb1
9747,ENSMUSG00000106149,Gm43430
9748,ENSMUSG00000053897,Slc39a8
9749,ENSMUSG00000106306,4933401H06Rik
9750,ENSMUSG00000106290,Gm43429
9751,ENSMUSG00000105681,Gm43428
9752,ENSMUSG00000106141,Gm18330
9753,ENSMUSG00000104710,Gm43603
9754,ENSMUSG00000105937,Gm43602
9755,ENSMUSG00000105244,Gm5281
9756,ENSMUSG00000037922,Bank1
9757,ENSMUSG00000105869,Gm9408
9758,ENSMUSG00000106363,Gm43402
9759,ENSMUSG00000099508,1700030L20Rik
9760,ENSMUSG00000028161,Ppp3ca
9761,ENSMUSG00000106596,Gm42822
9762,ENSMUSG00000105545,4930599N24Rik
9763,ENSMUSG00000106439,Gm44327
9764,ENSMUSG00000106398,Gm43357
9765,ENSMUSG00000105327,Gm9409
9766,ENSMUSG00000104617,Gm43356
9767,ENSMUSG00000065906,Gm26107
9768,ENSMUSG00000104610,Gm567
9769,ENSMUSG00000054690,Emcn
9770,ENSMUSG00000055138,Gm4861
9771,ENSMUSG00000080330,Gm22468
